participant_video,relative_time,Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Engagement,Valence,Sentimentality,Confusion,Neutral
P91-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P91-3,0.023659099999999995,0.1273239701986312,0.1923441141843795,0.0243042763322591,0.1279302537441253,0.024058025330305,0.1280889213085174,0.0562159158289432,0.3287661075592041,0.0,0.0175767354667186,0.1410294026136398,99.61531066894531
P91-3,0.05616419999999999,0.1273672133684158,0.1924231052398681,0.0243226364254951,0.1278880983591079,0.024052657186985,0.1280411779880523,0.0561525039374828,0.3287661075592041,0.0,0.0140644442290067,0.1561655551195144,99.61515045166016
P91-3,0.10300369999999998,0.127474620938301,0.1924879550933837,0.0243427287787199,0.1279301196336746,0.0240500885993242,0.1279777735471725,0.0561517030000686,0.3287661075592041,0.0,0.0124729936942458,0.1478080749511718,99.61502075195312
P91-3,0.13500040000000002,0.1277855783700943,0.192567303776741,0.0243987720459699,0.1282428652048111,0.0240523591637611,0.1282131373882293,0.0563123859465122,0.3287661075592041,0.0,0.0142179206013679,0.1782523840665817,99.6148681640625
P91-3,0.16700700000000002,0.1279143542051315,0.1926889717578887,0.0244575124233961,0.1282871514558792,0.0240575894713401,0.128310739994049,0.0563078261911869,0.3287661075592041,0.0,0.0182235166430473,0.1918344348669052,99.6146240234375
P91-3,0.1990192,0.1281218081712722,0.1928685009479522,0.024639818817377,0.128367081284523,0.0240739043802022,0.1284525096416473,0.0563871525228023,0.3287661075592041,0.0,0.0302591491490602,0.2206523716449737,99.6142578125
P91-3,0.2308093,0.1288113594055175,0.1929869502782821,0.0247195865958929,0.1290106177330017,0.0240768417716026,0.1285392791032791,0.0566827431321144,0.3287661075592041,0.0,0.0324858911335468,0.2231370955705642,99.61402893066406
P91-3,0.2620032,0.1295902281999588,0.1931173205375671,0.0248573012650012,0.1297325044870376,0.024071192368865,0.128454715013504,0.0570600926876068,0.3287661075592041,0.0,0.0284691359847784,0.218145415186882,99.61376190185547
P91-3,0.2950005,0.1303900927305221,0.1930762380361557,0.0250677894800901,0.1307033598423004,0.0240703001618385,0.1281760036945343,0.057636834681034,0.3287661075592041,0.0,0.0278565883636474,0.2120412141084671,99.61384582519533
P91-3,0.32663129999999996,0.1320873796939849,0.1930812299251556,0.0248636547476053,0.1326871067285537,0.0240672007203102,0.1285201907157897,0.0584006123244762,0.3287661075592041,0.0,0.0255954694002866,0.2122776210308075,99.61383819580078
P91-3,0.35899970000000003,0.1326461136341095,0.1931537240743637,0.0247592367231845,0.1333562135696411,0.0240690149366855,0.1286921650171279,0.0586656928062438,0.3287661075592041,0.0,0.0270085949450731,0.2079443335533142,99.61369323730467
P91-3,0.39027349999999994,0.1321468204259872,0.1933221220970153,0.0245527457445859,0.1327410042285919,0.0240692906081676,0.1292465776205062,0.0582235977053642,0.3287661075592041,0.0,0.0272872243076562,0.2149775773286819,99.61335754394531
P91-3,0.4225306,0.1333808004856109,0.19329534471035,0.0244615022093057,0.1341732144355773,0.0240655951201915,0.1293316781520843,0.0588923618197441,0.3287661075592041,0.0,0.0246994663029909,0.2464126050472259,99.6134033203125
P91-3,0.454973,0.1336741298437118,0.1931460946798324,0.0244058705866336,0.1347022056579589,0.0240596979856491,0.1292575448751449,0.0592306777834892,0.3287661075592041,0.0,0.0204168483614921,0.2388824820518493,99.61370849609376
P91-3,0.5029990999999999,0.1327714920043945,0.1931670755147934,0.0243827495723962,0.1336494237184524,0.024054080247879,0.1293102949857711,0.0588552169501781,0.3287661075592041,0.0,0.0163505524396896,0.2282295078039169,99.61366271972656
P91-3,0.5344695999999999,0.1317411810159683,0.1932330727577209,0.0243872143328189,0.1324458867311477,0.0240515582263469,0.1290667355060577,0.0585346668958663,0.3287661075592041,0.0,0.0145057421177625,0.2243903428316116,99.61353302001952
P91-3,0.5674884,0.1309645920991897,0.1933950781822204,0.0244295224547386,0.131419226527214,0.02405353076756,0.1291034966707229,0.0582617074251174,0.3287661075592041,0.0,0.015906348824501,0.2308294475078582,99.61322021484376
P91-3,0.5989990000000001,0.1306079775094986,0.1933606564998626,0.0245091002434492,0.131004512310028,0.0240563713014125,0.12883822619915,0.0583289600908756,0.3287661075592041,0.0,0.0179109741002321,0.214067593216896,99.61328125
P91-3,0.6305799999999999,0.1305890679359436,0.1933675706386566,0.0246100015938282,0.1309710890054702,0.0240605231374502,0.128690555691719,0.0584468320012092,0.3287661075592041,0.0,0.0208871532231569,0.2159930318593978,99.61326599121091
P91-3,0.6629985999999999,0.1302338987588882,0.1933697909116745,0.02464703284204,0.1305353492498397,0.0240610297769308,0.1284992545843124,0.0582206547260284,0.3287661075592041,0.0,0.021196860820055,0.2099983841180801,99.61326599121091
P91-3,0.6949042,0.1303712874650955,0.1933927088975906,0.0245910249650478,0.1306629180908203,0.024060433730483,0.1286775767803192,0.0582524873316287,0.3287661075592041,0.0,0.0207004901021718,0.2150569707155227,99.61322021484376
P91-3,0.7270217,0.1302796006202697,0.193373367190361,0.0244887769222259,0.130527451634407,0.0240565780550241,0.1287391185760498,0.0580100864171981,0.3287661075592041,0.0,0.017838979139924,0.2048127055168151,99.61325073242189
P91-3,0.7590225,0.1307641863822937,0.1934704035520553,0.0244296863675117,0.1310842186212539,0.024055179208517,0.1289803981781005,0.0580173581838607,0.3287661075592041,0.0,0.0167808346450328,0.2373967766761779,99.6130599975586
P91-3,0.7920219,0.131252110004425,0.1935030668973922,0.0244477447122335,0.131661906838417,0.0240575894713401,0.1291477680206298,0.0581438243389129,0.3287661075592041,0.0,0.0184196811169385,0.2584393322467804,99.61299896240233
P91-3,0.8253761,0.1313759237527847,0.1934769302606582,0.0244858376681804,0.1318483799695968,0.0240637119859457,0.1290834546089172,0.0581587590277194,0.3287661075592041,0.0,0.0227464158087968,0.2626225054264068,99.61305236816406
P91-3,0.8584805000000001,0.1308791935443878,0.1935793459415435,0.0246055889874696,0.1312940567731857,0.0240739937871694,0.1290296167135238,0.0578794442117214,0.3287661075592041,0.0,0.0301528852432966,0.2906498312950134,99.61284637451173
P91-3,0.9029990999999999,0.1302898526191711,0.1936919689178466,0.0246091801673173,0.1306122094392776,0.0240801218897104,0.1290606409311294,0.0574724562466144,0.3287661075592041,0.0,0.0345235653221607,0.2934012413024902,99.61261749267578
P91-3,0.9352624,0.1301176100969314,0.1937270909547805,0.02457145601511,0.1303911507129669,0.0240841638296842,0.129070296883583,0.0572704598307609,0.3287661075592041,0.0,0.0373368747532367,0.2650346457958221,99.61254119873048
