route_num,video_name,window_idx,window_start_sec,window_end_sec,building_coverage,building_oppression,green_coverage,openness_index,road_coverage,sidewalk_coverage,sky_visibility,wall_fence_coverage
2,CUT 1,0,0.0,3.0,0.0426323784722222,0.0216417969304308,0.0563568793402777,0.4871129918981481,0.2774831814236111,0.0032432725694444,0.2139881727430555,0.0296343315972222
2,CUT 1,1,1.0,4.0,0.0466867404513888,0.0250066748039671,0.0563047960069444,0.4896931061921296,0.2733344184027778,0.0029313151041666,0.2311024305555555,0.0296544053819444
2,CUT 1,2,2.0,5.0,0.0795719401041666,0.0392157377211609,0.0502468532986111,0.4827446831597222,0.2366769748263889,0.0017355685763888,0.2993891059027778,0.0293082682291666
2,CUT 1,3,3.0,6.0,0.1115391710069444,0.0528814104564344,0.0372623697916666,0.4820972583912037,0.2417697482638889,0.0017626953125,0.3009418402777777,0.0296153428819444
2,CUT 1,4,4.0,7.0,0.1340814887152777,0.0638896097067402,0.0185763888888888,0.4712668185763888,0.3104340277777777,0.0020122612847222,0.2376708984375,0.0289507378472222
2,CUT 1,5,5.0,8.0,0.1551296657986111,0.0767389832831111,0.0082790798611111,0.4590543619791666,0.3180691189236111,0.0018381076388888,0.2063064236111111,0.0222401258680555
2,CUT 1,6,6.0,9.0,0.1569021267361111,0.0781213217976734,0.007783203125,0.4590543619791666,0.3309244791666667,0.0017865668402777,0.2021625434027777,0.0186745876736111
2,CUT 1,7,7.0,10.0,0.1573084852430555,0.0791541690450629,0.0116905381944444,0.4582647931134259,0.3111018880208333,0.0025520833333333,0.2192030164930555,0.0158897569444444
2,CUT 1,8,8.0,11.0,0.1651378038194444,0.0880987977041365,0.0160649956597222,0.4629805049189815,0.3181184895833333,0.0030691189236111,0.2374137369791666,0.0155680338541666
2,CUT 1,9,9.0,12.0,0.1741248914930555,0.0885105842398567,0.0175010850694444,0.4666563585069444,0.3169840494791667,0.0036360677083333,0.2545979817708333,0.0138449435763888
2,CUT 1,10,10.0,13.0,0.18048828125,0.0890758511328103,0.0181022135416666,0.4637859881365741,0.3253016493055555,0.0039718967013888,0.2360883246527778,0.0116937934027777
2,CUT 1,11,11.0,14.0,0.1677018229166667,0.083579804509175,0.0259418402777777,0.4695773654513888,0.3262087673611111,0.0041189236111111,0.2331401909722222,0.0182036675347222
2,CUT 1,12,12.0,15.0,0.1439838324652778,0.0708112799613276,0.0449066840277777,0.4596424696180555,0.3311968315972222,0.002919921875,0.2022254774305555,0.0211735026041666
2,CUT 1,13,13.0,16.0,0.1355300564236111,0.0663283294465106,0.0504833984375,0.4598061342592593,0.3388818359375,0.0027088758680555,0.1780230034722222,0.0175927734375
2,CUT 1,14,14.0,17.0,0.1535617404513889,0.0782477676394687,0.0447330729166666,0.4497625506365741,0.338076171875,0.0029611545138888,0.1522591145833333,0.0107210286458333
2,CUT 1,15,15.0,18.0,0.2386176215277777,0.1284229305118075,0.0213612196180555,0.3909986255787037,0.3187320963541666,0.0029437934027777,0.1069406467013888,0.0058224826388888
2,CUT 1,16,16.0,19.0,0.4042523871527778,0.2341827779748747,0.0122905815972222,0.3100025318287037,0.2996055772569445,0.0031022135416666,0.0157416449652777,0.0033468967013888
2,CUT 1,17,17.0,20.0,0.4816134982638889,0.2988351100550561,0.0053011067708333,0.2711583116319445,0.296516384548611,0.0024842664930555,0.0011078559027777,0.0023187934027777
2,CUT 1,18,18.0,21.0,0.4787760416666666,0.29613630678537,0.0028276909722222,0.2725766782407407,0.2947374131944444,0.0020361328125,0.0009581163194444,0.0022932942708333
2,CUT 1,19,19.0,22.0,0.4351112196180555,0.2646559892462542,0.0054779730902777,0.2975815610532407,0.3223388671875,0.0020491536458333,0.0039534505208333,0.0024826388888888
2,CUT 1,20,20.0,23.0,0.4094048394097222,0.236849656838076,0.0057693142361111,0.3252385344328704,0.3491954210069444,0.0018207465277777,0.0334624565972222,0.0042149522569444
2,CUT 1,21,21.0,24.0,0.4102658420138889,0.2378352758835294,0.0025021701388888,0.329776294849537,0.3708175998263889,0.0021218532986111,0.0344504123263888,0.0073643663194444
