route_num,video_name,window_idx,window_start_sec,window_end_sec,car_count,cyclist_motorcycle_count,dynamic_object_area_ratio,large_vehicle_ratio,person_count,total_object_count,traffic_sign_count,truck_bus_count,car_speed_mean,car_accel_mean,car_jerk_mean,person_speed_mean,cyclist_speed_mean,pedestrian_crossing_count,min_ttc,risk_count
2,CUT 5,11,11.0,14.0,5.0,0.0,0.0123590087890625,0.0,0.0,5.0,2.0,0.0,23.780370653294653,458.6372262421772,11602.565542054917,,,0,,0
2,CUT 5,12,12.0,15.0,5.0,0.0,0.011752763854132759,0.0,0.0,5.0,2.0,0.0,23.773186310169358,458.42144118398267,11366.057463981482,,,0,,0
2,CUT 5,13,13.0,16.0,4.0,0.0,0.010776731703016493,0.0,0.0,4.0,2.0,0.0,58.0362349803331,1684.574334792318,59414.80117750585,,,0,4.815604514042811,0
2,CUT 5,14,14.0,17.0,5.0,0.0,0.013173236317104764,0.0,0.0,5.0,2.0,0.0,42.887664801138655,1110.8665538096523,32268.937540046318,,,0,,0
2,CUT 5,15,15.0,18.0,5.0,0.0,0.011915477116902669,0.0,0.0,5.0,1.0,0.0,74.23383992180813,1813.9136995412052,46244.40438385578,,,0,,0
2,CUT 5,16,16.0,19.0,4.0,0.0,0.0071162086062961155,0.0,0.0,4.0,1.0,0.0,79.00879812348903,1938.2108710642533,44219.91958121718,,,0,0.43325247955656515,1
2,CUT 5,17,17.0,20.0,2.0,0.0,0.004091617398791843,0.0,0.0,2.0,2.0,0.0,105.91144570379122,2447.052912666203,60211.37847136735,,,0,0.43325247955656515,1
2,CUT 5,18,18.0,21.0,2.0,0.0,0.003863355451160007,0.0,0.0,2.0,2.0,0.0,102.52698893001815,1253.2362266788468,35990.4606332127,,,0,0.43325247955656515,1
2,CUT 5,19,19.0,22.0,2.0,0.0,0.0041001184781392416,0.0,0.0,2.0,4.0,0.0,60.669259478096606,1327.1622698504464,33700.09277607156,47.018536597431456,,0,98.30739492441072,0
2,CUT 5,20,20.0,23.0,2.0,0.0,0.004514937400817871,0.0,0.0,2.0,4.0,0.0,39.791905668827916,942.6186848472136,20732.12297329447,19.763366772359387,,0,103.76155575396876,0
2,CUT 5,21,21.0,24.0,2.0,0.0,0.004689379003312852,0.0,2.0,4.0,4.0,0.0,21.453764848235686,557.336724904022,11040.118410422532,24.823354503454027,,0,,0
2,CUT 5,22,22.0,25.0,2.0,0.0,0.00455878840552436,0.0,2.0,4.0,4.0,0.0,19.132172472180184,498.59178980455226,10150.550354411778,37.58942899512682,,0,,0
2,CUT 5,23,23.0,26.0,2.0,0.0,0.003798602951897515,0.0,1.0,3.0,1.0,0.0,16.805882274104594,352.74782376282707,6783.794646140683,32.936036733166986,,0,51.095729392624726,0
2,CUT 5,24,24.0,27.0,2.0,0.0,0.003798602951897515,0.0,1.0,3.0,1.0,0.0,21.033981790594606,619.9606347024655,10609.491390993066,128.82965601972776,,0,0.8691387237122238,1
2,CUT 5,25,25.0,28.0,2.0,0.0,0.006163699097103542,0.0,1.0,4.0,1.0,0.0,23.206672796290317,469.6042898260328,10264.43982414289,221.83887213127758,,0,1.937936466344103,1
2,CUT 5,26,26.0,29.0,3.0,0.0,0.007506107489267985,0.0,1.0,5.0,1.0,0.0,23.50001553496454,417.1576637150326,8542.78356184052,198.76785638158506,,0,3.330603174907039,0
2,CUT 5,27,27.0,29.033,4.0,0.0,0.005949386755625407,0.0,1.0,5.0,0.5,0.0,20.577065358505948,341.45650891116117,6825.368836869603,236.24447937279396,,0,3.5045019494386622,0
2,CUT 5,28,28.0,29.033,4.0,0.0,0.005793119536505805,0.0,1.0,5.0,1.0,0.0,7.870723078597474,288.7882172944574,5275.782262447983,127.37300689032264,,0,3.717352760905005,0
2,CUT 5,29,29.0,29.033,4.0,0.0,0.007835726473066542,0.0,2.0,6.0,0.0,0.0,8.637578005332394,,,156.92616074655038,,0,2.0012605254217055,1
