route_num,video_name,window_idx,window_start_sec,window_end_sec,drivable_coverage,drivable_width_mean,drivable_width_min,lane_count_visible,lane_curvature_mean,lane_marking_visibility,lane_offset,road_curvature_max,road_curvature_mean
1,CUT 2,0,0.0,3.0,0.0120102719907407,0.1963509908536585,0.0046875,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,1,1.0,4.0,0.0135054976851851,0.195891544117647,0.0046875,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,2,2.0,5.0,0.0142223668981481,0.2001087816455696,0.003125,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,3,3.0,6.0,0.0203551793981481,0.2135380993150684,0.0046875,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,4,4.0,7.0,0.0233875868055555,0.2726180639022436,0.0125,0.0,0.0,0.0,0.0,3.5196753280037376e-08,2.4335774523258244e-08
1,CUT 2,5,5.0,8.0,0.0463295717592592,0.3842870415057915,0.015625,0.0,0.0,0.0,0.0,1.631874047531925e-07,8.839634133837195e-08
1,CUT 2,6,6.0,9.0,0.0493460648148148,0.392804939516129,0.02265625,0.0,0.0,0.0,0.0,3.964673162745941e-06,9.960966134895173e-07
1,CUT 2,7,7.0,10.0,0.0489966724537037,0.3838498263888888,0.02265625,0.0,0.0,0.0,0.0,1.698753613699408e-05,3.753508360684936e-06
1,CUT 2,8,8.0,11.0,0.0437485532407407,0.3549170197740113,0.02890625,0.0,0.0,0.0,0.0,2.373123810915085e-05,5.069918419872573e-06
1,CUT 2,9,9.0,12.0,0.0371050347222222,0.3202954234972677,0.0234375,0.0,0.0,0.0,0.0,1.438044584240071e-05,3.524049818781324e-06
1,CUT 2,10,10.0,13.0,0.0243974247685185,0.2310147849462365,0.0109375,0.0,0.0,0.0,0.0,4.135375594378072e-06,1.3472061760716937e-06
1,CUT 2,11,11.0,14.0,0.011066261574074,0.1348084077380952,0.009375,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,12,12.0,15.0,0.0110930266203703,0.1351168026477832,0.0109375,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,13,13.0,16.0,0.0169089988425925,0.1722585227272727,0.0125,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,14,14.0,17.0,0.0169089988425925,0.1841851635514018,0.009375,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,15,15.0,18.0,0.0161074942129629,0.1873263888888889,0.00625,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,16,16.0,19.0,0.0162015335648148,0.1852132161458333,0.00546875,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,17,17.0,20.0,0.0163433159722222,0.1873342803030303,0.00625,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,18,18.0,21.0,0.0166637731481481,0.1901199494949494,0.00625,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,19,19.0,22.0,0.016632667824074,0.1928661616161616,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,20,20.0,23.0,0.0168431712962962,0.1916035353535353,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,21,21.0,24.0,0.0171325231481481,0.1899934592317405,0.00625,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,22,22.0,25.0,0.0175101273148148,0.191344975490196,0.00625,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,23,23.0,26.0,0.0186429398148148,0.1925155984494477,0.00625,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,24,24.0,27.0,0.0198980034722222,0.2180000321529623,0.009375,0.0,0.0,0.0,0.0,0.0,0.0
1,CUT 2,25,25.0,28.0,0.0303667534722222,0.2257915322949918,0.015625,0.0,0.0,0.0,0.0,2.387677759514436e-09,2.253506625205269e-09
1,CUT 2,26,26.0,29.0,0.0314489293981481,0.2366489203385839,0.01875,0.0,0.0,0.0,0.0,5.670070004198823e-09,5.0103070573483294e-09
1,CUT 2,27,27.0,29.967,0.0305989583333333,0.2275894007731958,0.0203125,0.0,0.0,0.0,0.0,6.816572028776736e-09,5.874456642454678e-09
1,CUT 2,28,28.0,29.967,0.0306155960648148,0.2277102126288659,0.01640625,0.0,0.0,0.0,0.0,9.37933514873456e-09,7.724707804801369e-09
1,CUT 2,29,29.0,29.967,0.0306155960648148,0.228137081185567,0.0203125,0.0,0.0,0.0,0.0,9.445516892024646e-09,7.768897803222694e-09
1,CUT 3,0,0.0,3.0,0.0305309606481481,0.2235449735449735,0.01640625,0.0,0.0,0.0,0.0,1.1822673832556627e-08,9.385408057498438e-09
1,CUT 3,1,1.0,4.0,0.0291059027777777,0.2142131979695431,0.0109375,0.0,0.0,0.0,0.0,1.8249537919899664e-08,1.3298272958188126e-08
1,CUT 3,2,2.0,5.0,0.02166015625,0.1721144568658747,0.009375,0.0,0.0,0.0,0.0,2.8871129445877573e-08,1.894670915044869e-08
1,CUT 3,3,3.0,6.0,0.014615162037037,0.1329776095360824,0.0109375,0.0,0.0,0.0,0.0,8.152308433340468e-08,4.067382915226946e-08
