participant_video,relative_time,Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Engagement,Valence,Sentimentality,Confusion,Neutral
P86-1,0.0,0.1137828305363655,0.202576607465744,0.0153759755194187,0.3230189979076385,0.0245747361332178,0.430873304605484,0.1939375102519989,2.468524217605591,0.0,0.3082315623760223,0.1724939346313476,99.13824462890624
P86-1,0.0314332,0.1052780672907829,0.2025938630104064,0.0146374190226197,0.3565070927143096,0.0245474316179752,0.4917733967304229,0.2203435152769088,2.6760683059692383,0.0,0.2912856340408325,0.1822475343942642,99.0164566040039
P86-1,0.061038899999999986,0.0951712876558303,0.201862096786499,0.0143444817513227,0.3702041804790496,0.0245028398931026,0.5181162357330322,0.2319881469011306,1.9346857070922847,0.0,0.2588713765144348,0.1696464568376541,98.96376037597656
P86-1,0.09352270000000001,0.0849291756749153,0.2016594111919403,0.0129427779465913,0.4535298943519592,0.0244568362832069,0.6828526258468627,0.2993538379669189,3.0124499797821045,0.0,0.2240913063287735,0.158303827047348,98.6343002319336
P86-1,0.12479670000000001,0.0774529948830604,0.2003720551729202,0.0131561504676938,0.4379500150680542,0.0243695955723524,0.6523182392120361,0.2900071144104003,1.5950871706008911,0.0,0.1617711633443832,0.1458369195461273,98.6953582763672
P86-1,0.15691229999999998,0.0864736810326576,0.2005846947431564,0.014351487159729,0.3690562546253204,0.024408871307969,0.5162462592124939,0.2373320758342742,1.2054322957992554,0.0,0.1766141057014465,0.1268096715211868,98.96749877929688
P86-1,0.18984240000000002,0.0907835513353347,0.2007082551717758,0.0146123319864273,0.3553226292133331,0.0244463682174682,0.4917731881141662,0.228966861963272,1.2995450496673584,0.0,0.1965891420841217,0.1160913333296775,99.0164566040039
P86-1,0.221939,0.0912438184022903,0.2011940330266952,0.0154604651033878,0.3171999752521514,0.0243808683007955,0.4223422110080719,0.1999348402023315,0.8084972500801086,0.0,0.1583801209926605,0.0994777381420135,99.15531158447264
P86-1,0.2529077,0.0959629863500595,0.2002547085285186,0.0160660184919834,0.2927478849887847,0.0243625566363334,0.3802267014980316,0.1824427098035812,0.7313692569732666,0.0,0.1507181525230407,0.0884667038917541,99.23954772949219
P86-1,0.28492010000000006,0.0964420363306999,0.2007716745138168,0.0165438707917928,0.2763110697269439,0.0243014022707939,0.3517466783523559,0.1675128042697906,0.5771839022636412,0.0,0.1148075684905052,0.0810342580080032,99.2965087890625
P86-1,0.3177321999999999,0.094474509358406,0.2001990526914596,0.0166450124233961,0.2726077735424041,0.0242415610700845,0.3459581136703491,0.1629687398672103,0.4979986548423767,0.0,0.0921448543667793,0.0748281702399253,99.30807495117188
P86-1,0.35021349999999996,0.1007108986377716,0.1996497809886932,0.0176572147756814,0.2424312233924865,0.0242331940680742,0.2947738468647003,0.1393567323684692,0.3920070827007293,0.0,0.0867960378527641,0.0737108811736106,99.41044616699219
P86-1,0.39693959999999995,0.1001612171530723,0.200974240899086,0.0171111971139907,0.2586984634399414,0.0242368895560503,0.3212979137897491,0.150594338774681,0.5076037049293518,0.0,0.0929609984159469,0.0665963366627693,99.35740661621091
P86-1,0.4298079,0.0948859006166458,0.1995319277048111,0.0163527652621269,0.2824605107307434,0.0242374688386917,0.3627095818519592,0.1660650670528411,0.5939759016036987,0.0,0.0957711711525917,0.0620432682335376,99.27458190917967
