participant_video,relative_time,Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Engagement,Valence,Sentimentality,Confusion,Neutral
P62-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P62-4,0.03632839999999999,0.1782920956611633,0.1906593888998031,0.0433620512485504,0.1618498861789703,0.028117761015892,0.1570419669151306,0.0648305192589759,0.3682105541229248,0.0,1.1466639041900637,0.245217740535736,99.61868286132812
P62-4,0.06723460000000003,0.2495319545269012,0.1942984461784362,0.0717894956469535,0.1580231040716171,0.0282516349107027,0.2051292061805725,0.0664321854710578,1.1358784437179563,-0.0205917358398437,1.05845308303833,0.6142634153366088,99.5009307861328
P62-4,0.09907129999999997,0.2833636701107025,0.194293737411499,0.0949015915393829,0.1561222821474075,0.0285435765981674,0.2349235415458679,0.0677433013916015,1.8175413608551023,-3.286048889160156,1.0819261074066162,0.8271140456199646,99.4332733154297
P62-4,0.13115150000000003,0.3960381150245666,0.1915223598480224,0.1598388701677322,0.1488438248634338,0.0286400746554136,0.3110267519950866,0.067636989057064,6.000224113464356,-10.438079833984377,1.1130522489547727,1.1760516166687012,99.20793151855469
P62-4,0.1630063,0.5002407431602478,0.1940605640411377,0.2224805057048797,0.1524048000574111,0.0287716593593358,0.3912418186664581,0.0668606758117675,12.02249813079834,-15.131385803222656,1.1450321674346924,1.7817987203598022,98.99951934814452
P62-4,0.2129301,0.5404095649719238,0.1964638978242874,0.2431657612323761,0.1531775146722793,0.0291052181273698,0.4340658783912658,0.0656510069966316,15.467427253723145,-16.832992553710938,1.1813313961029053,2.630515813827514,98.91918182373048
P62-4,0.24513000000000001,0.6596630215644836,0.1960742324590683,0.2795873284339904,0.1610080599784851,0.0291945673525333,0.5204479098320007,0.0659271404147148,25.397083282470703,-20.038238525390625,1.1958990097045898,3.468696117401123,98.68067169189453
P62-4,0.27641859999999996,0.7635111212730407,0.1955743432044982,0.3098381161689758,0.1631915569305419,0.0291839651763439,0.6306912899017334,0.0676375031471252,35.534854888916016,-22.856056213378903,1.2325797080993652,2.712074518203736,98.47297668457033
P62-4,0.30780430000000003,0.8179863095283508,0.1950023919343948,0.3160653114318847,0.1606405526399612,0.0296607930213212,0.7297470569610595,0.0687695890665054,40.93121719360352,-24.25078582763672,1.5688591003417969,2.179703950881958,98.36402893066406
P62-4,0.3401095,0.7469130158424377,0.1938628405332565,0.2398992925882339,0.1669378876686096,0.0316126011312007,0.673280358314514,0.0731094181537628,35.89358139038086,-21.32518768310547,2.3500716686248775,1.5701136589050293,98.50617980957033
P62-4,0.3719575,0.7414716482162474,0.1955445408821106,0.2326400876045227,0.1747536212205886,0.0321026444435119,0.7013270258903503,0.0779614523053169,43.29706573486328,-21.03475952148437,2.5637400150299072,1.4457496404647827,98.51705932617188
P62-4,0.4041249,0.7210251688957214,0.1993544399738311,0.2221604138612747,0.1815135031938552,0.0313555151224136,0.8057660460472106,0.0814008638262748,46.90819549560546,-21.545211791992188,2.794717311859131,1.263350486755371,98.38847351074217
P62-4,0.43521040000000005,0.6704177856445312,0.199342593550682,0.1865924149751663,0.183438554406166,0.0310793835669755,0.8239561915397644,0.0839914828538894,46.300079345703125,-20.168960571289062,2.9003725051879883,0.9802135825157164,98.35208892822264
P62-4,0.4672845,0.7468953132629395,0.2006182968616485,0.1536342948675155,0.198307454586029,0.0304398443549871,0.7731828093528746,0.0908972024917602,44.671661376953125,-20.6849365234375,3.2797658443450928,0.6905547976493835,98.4536361694336
P62-4,0.5002286,0.8299522399902343,0.201508030295372,0.1369013935327529,0.2093265801668167,0.0311522129923105,0.7537457346916198,0.0901768952608108,48.808696746826165,-21.339286804199215,3.018810510635376,0.4533557295799255,98.34009552001952
P62-4,0.5317541,0.8540890216827391,0.2008127719163894,0.1162479743361473,0.2250220626592636,0.0323884785175323,0.6465563178062439,0.08891162276268,52.02406692504882,-19.832176208496094,2.7992727756500244,0.3274631798267364,98.29181671142578
P62-4,0.5640932000000001,0.8212310075759887,0.197366714477539,0.1030744165182113,0.2235806584358215,0.0332990325987339,0.5685399770736694,0.0843237191438674,54.50870895385742,-18.600250244140625,3.075965166091919,0.2948587834835052,98.3575439453125
P62-4,0.6119692999999999,0.7863377332687377,0.1878830641508102,0.1265570074319839,0.2092420160770416,0.0353943705558776,0.5773713588714598,0.0772099569439888,52.00750350952149,-18.505172729492188,3.527777671813965,0.2594420611858367,98.42732238769533
P62-4,0.6446867,0.6883575320243835,0.1923912465572357,0.1273716986179351,0.2001805752515792,0.0357903912663459,0.5346733331680297,0.0716189965605735,39.72732162475586,-16.434349060058594,3.3579151630401607,0.2250560969114303,98.623291015625
P62-4,0.6768571000000001,0.6344913244247437,0.1916014850139617,0.1228324249386787,0.1950631737709045,0.0376707352697849,0.4881605505943298,0.0680176019668579,39.78128433227539,-14.61041259765625,3.824785709381104,0.2251925617456436,98.73101806640624
P62-4,0.708125,0.569300889968872,0.1947356760501861,0.1176766157150268,0.1941991448402404,0.0415153689682483,0.4337624609470367,0.0659453645348548,42.71427917480469,-11.882843017578123,4.679111480712891,0.1992284059524536,98.86140441894531
P62-4,0.7400733,0.5801844000816345,0.202910229563713,0.1116138771176338,0.1867306530475616,0.0470111593604087,0.385574460029602,0.0648591965436935,44.47697448730469,-10.771728515625,5.698215484619141,0.2152278125286102,98.83963012695312
P62-4,0.7716982,0.598378837108612,0.2262344062328338,0.0953657627105712,0.1675128042697906,0.0527851618826389,0.3323650360107421,0.0635176971554756,49.99847412109375,-9.675506591796877,6.677434444427489,0.2518098354339599,98.80323791503906
P62-4,0.8043364000000001,0.6215360760688781,0.2975791990756988,0.1046826466917991,0.1482776701450347,0.0595630966126918,0.3215180337429046,0.0620899647474288,55.248062133789055,-9.339256286621092,7.060784816741944,0.350494235754013,98.75692749023438
P62-4,0.8362198000000001,0.6227385997772216,0.3813115358352661,0.1037177518010139,0.1297190487384796,0.0588779971003532,0.2947258055210113,0.060335848480463,54.74250793457031,-9.311866760253906,5.43504810333252,0.3779748976230621,98.75452423095705
P62-4,0.8682637,0.5492764711380004,0.4392839074134826,0.0867658108472824,0.1199347898364067,0.0562833026051521,0.2574965953826904,0.0587455928325653,42.11711883544922,-7.1602935791015625,5.497141361236572,0.4190294742584228,98.90144348144531
P62-4,0.899652,0.4578373730182647,0.400347501039505,0.0706830471754074,0.1110261753201484,0.0590633004903793,0.2208949923515319,0.0576877556741237,27.25503158569336,-3.5318832397460938,6.271514415740967,0.606174647808075,99.08432006835936
P62-4,0.9323623999999999,0.3259534239768981,0.3857640922069549,0.0534008592367172,0.1045829132199287,0.0591203868389129,0.1821409314870834,0.0571869760751724,7.611433982849122,0.0,6.772404670715332,0.5082292556762695,99.22847747802734
P62-4,0.9644706000000001,0.2392026782035827,0.3075916469097137,0.0459797009825706,0.1001730933785438,0.0625474527478218,0.1629253774881362,0.0568406581878662,3.524536609649658,0.0,7.408855438232423,0.3097223937511444,99.3848114013672
P62-4,1.0141118000000002,0.1783128082752227,0.2317185699939727,0.0384474210441112,0.0981931239366531,0.0636341795325279,0.1451893150806427,0.0566468760371208,1.4023840427398682,0.0,7.693268299102782,0.195045068860054,99.53656005859376
P62-4,1.0457421,0.1356105357408523,0.164290115237236,0.0304786711931228,0.0967158302664756,0.0662774369120597,0.1270221173763275,0.0566027835011482,0.6186208724975585,0.0,8.05469036102295,0.1186250075697898,99.67141723632812
P62-4,1.0756442,0.1196878254413604,0.1247940585017204,0.0250728838145732,0.0967373475432395,0.0673203319311141,0.1143564581871032,0.0566377229988574,0.3355377614498138,0.3727957308292388,7.959921836853027,0.0747410804033279,99.75041198730467
P62-4,1.1083456,0.1174151673913002,0.1159633547067642,0.0233677979558706,0.0981761962175369,0.0660609826445579,0.1106394305825233,0.0567014627158641,0.3287661075592041,0.9934623837471008,7.387213706970215,0.0466983802616596,99.76516723632812
P62-4,1.1402441,0.1188988909125328,0.1200669929385185,0.0233927182853221,0.1009161472320556,0.0599173121154308,0.1105381399393081,0.0568174235522747,0.3287661075592041,0.3347795903682708,6.325836181640625,0.0340491831302642,99.75986480712889
P62-4,1.1721148000000001,0.1190745756030082,0.1247236505150795,0.0242613293230533,0.1008186936378479,0.0567714087665081,0.1081848293542861,0.0569445826113224,0.3287661075592041,0.0,5.190184593200684,0.0399407632648944,99.75055694580078
P62-4,1.2042426,0.1184969991445541,0.1324271708726882,0.0255656167864799,0.1019374728202819,0.0498653724789619,0.1071268916130065,0.0571045167744159,0.3287661075592041,0.0,3.517874002456665,0.0470659732818603,99.73514556884764
P62-4,1.2362863,0.1204545646905899,0.1395736336708068,0.0273397248238325,0.1027216166257858,0.0451681651175022,0.1068717539310455,0.057161122560501,0.3287661075592041,0.0,3.0771629810333248,0.0559489354491233,99.72085571289062
P62-4,1.2673120000000002,0.1218146905303001,0.1490262746810913,0.0281589943915605,0.1054053157567977,0.0401750206947326,0.1087810695171356,0.0572415404021739,0.3287661075592041,0.0,2.7025301456451416,0.0625554993748664,99.70195007324217
P62-4,1.2995856000000001,0.12726292014122,0.152354896068573,0.0281398855149745,0.1067217886447906,0.0393019169569015,0.1102641075849533,0.0574831664562225,0.3287661075592041,0.0,2.279818058013916,0.0739360377192497,99.69529724121091
P62-4,1.3322115,0.1365154832601547,0.1540369540452957,0.0290400553494691,0.106413722038269,0.0406592115759849,0.1108040660619735,0.0577878914773464,0.3287661075592041,0.0,1.788945198059082,0.092921495437622,99.69192504882812
P62-4,1.3649892,0.1518799215555191,0.1542234271764755,0.028616489842534,0.1069012880325317,0.0418382696807384,0.1116967275738716,0.0585542470216751,0.3287661075592041,0.0,1.035636067390442,0.1064245179295539,99.69155883789062
P62-4,1.4124699,0.1670628488063812,0.1571510285139083,0.0281959064304828,0.1087780147790908,0.0426769144833087,0.1143514513969421,0.0596544817090034,0.3287661075592041,0.0,0.544112205505371,0.1183813065290451,99.6658706665039
P62-4,1.4440721,0.1774777323007583,0.1599978357553482,0.0266372729092836,0.1123230680823326,0.0413135923445224,0.1176200658082962,0.0609830431640148,0.3287661075592041,0.0,0.4074415564537048,0.1238287612795829,99.6450424194336
P62-4,1.4762341,0.1962635368108749,0.162162184715271,0.0255642756819725,0.1152647882699966,0.0388773344457149,0.1193994507193565,0.0621547400951385,0.3287661075592041,0.0,0.3437347412109375,0.1345639824867248,99.6074676513672
P62-4,1.5082695000000002,0.1820953488349914,0.1638059169054031,0.0247539244592189,0.1179195344448089,0.0361492112278938,0.1202415823936462,0.0637401640415191,0.3287661075592041,0.0,0.3033775091171264,0.135895550251007,99.63581085205078
